41 31 1.5 1.5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 
2.97 2.67 2.37 2.55 2.73 2.595 2.46 2.68 2.9 2.965 3.03 2.715 2.4 2.355 2.31 2.285 2.26 2.45 2.64 2.985 3.33 2.86 2.39 2.405 2.42 2.445 2.47 2.51 2.55 2.8 3.05 2.75 2.45 2.345 2.24 2.395 2.55 2.47 2.39 2.21 2.03 
5.6 5.7 5.86325 6.06586 6.30237 6.50318 6.51668 6.53146 6.54747 6.5647 6.5831 6.60266 6.62336 6.64519 6.66813 6.69217 6.7173 6.74351 6.7708 6.79915 6.82856 6.85903 6.89054 6.92309 6.95668 6.99131 7 7 7 7 7 
3 3.5 4.31623 5.3293 5.70237 5.96998 6.26696 6.50419 6.5202 6.53742 6.55583 6.57539 6.59609 6.61792 6.64086 6.6649 6.69003 6.71624 6.74353 6.77188 6.80129 6.83175 6.86327 6.89582 6.92941 6.96403 6.99969 7 7 7 7 
3 3.22727 3.59829 4.05877 4.59629 5.20451 5.66696 5.99208 6.34443 6.51015 6.52855 6.54811 6.56882 6.59064 6.61358 6.63762 6.66276 6.68897 6.71625 6.74461 6.77402 6.80448 6.83599 6.86855 6.90214 6.93676 6.97241 7 7 7 7 
3 3.19084 3.50238 3.88905 4.3404 4.85111 5.41786 5.78208 6.13443 6.50061 6.51901 6.53857 6.55927 6.5811 6.60404 6.62808 6.65321 6.67942 6.70671 6.73506 6.76447 6.79494 6.82645 6.859 6.89259 6.92722 6.96287 6.99955 7 7 7 
3 3.16447 3.43297 3.76622 4.15521 4.59537 5.08381 5.57208 5.92443 6.30332 6.50946 6.52902 6.54973 6.57155 6.59449 6.61853 6.64367 6.66988 6.69716 6.72552 6.75493 6.78539 6.8169 6.84946 6.88305 6.91767 6.95332 6.99 7 7 7 
3 3.20661 3.5439 3.96252 4.45117 5.0041 5.55696 5.88208 6.23443 6.50515 6.52355 6.54311 6.56382 6.58564 6.60858 6.63262 6.65776 6.68397 6.71125 6.73961 6.76902 6.79948 6.83099 6.86355 6.89714 6.93176 6.96741 7 7 7 7 
3 3.27778 3.73124 4.29406 4.95102 5.56998 5.86696 6.19208 6.50202 6.51924 6.53764 6.55721 6.57791 6.59973 6.62267 6.64672 6.67185 6.69806 6.72535 6.7537 6.78311 6.81357 6.84508 6.87764 6.91123 6.94585 6.9815 7 7 7 7 
3 3.23585 3.62086 4.09873 4.65653 5.2877 5.70696 6.03208 6.38443 6.51197 6.53037 6.54993 6.57063 6.59246 6.6154 6.63944 6.66457 6.69079 6.71807 6.74642 6.77584 6.8063 6.83781 6.87036 6.90396 6.93858 6.97423 7 7 7 7 
3 3.20492 3.53944 3.95463 4.43928 4.98767 5.54696 5.87208 6.22443 6.5047 6.5231 6.54266 6.56336 6.58519 6.60813 6.63217 6.6573 6.68351 6.7108 6.73915 6.76856 6.79903 6.83054 6.86309 6.89668 6.93131 6.96696 7 7 7 7 
3 3.15823 3.41653 3.73712 4.11134 4.53478 5.00468 5.51208 5.86443 6.24332 6.50673 6.5263 6.547 6.56883 6.59177 6.61581 6.64094 6.66715 6.69444 6.72279 6.7522 6.78266 6.81417 6.84673 6.88032 6.91494 6.9506 6.98727 7 7 7 
3 3.12887 3.33923 3.60034 3.90511 4.24998 4.63268 5.05165 5.50443 5.88332 6.28816 6.50993 6.53063 6.55246 6.5754 6.59944 6.62457 6.65079 6.67807 6.70642 6.73584 6.7663 6.79781 6.83036 6.86396 6.89858 6.93423 6.97091 7 7 7 
